,name,product,kind,date,month,represent,region
1309, 부스타,"구조용 금속제품, 탱크 및 증기발생기 제조업","관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매",2011-02-23,12월,유승협,충청북도
1310, 현대위아,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,정재욱,경상남도
1311, 선진,동물용 사료 및 조제식품 제조업,조제동물사료,2011-02-16,12월,이범권,경기도
1312, 미원화학,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,김정만..,울산광역시
1313, 나노신소재,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,세종특별자치시
1314, 케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등,2011-02-08,12월,김지욱,서울특별시
1315, 티피씨글로벌,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등",2011-02-08,12월,이정훈,경상북도
1316, LB세미콘,반도체 제조업,"골드범핑, 솔더범핑 등",2011-01-31,12월,김남석,경기도
1317, 딜리,컴퓨터 및 주변장치 제조업,디지털 UV 프린터,2011-01-31,12월,최근수,경기도
1318, 제이엔케이글로벌,일반 목적용 기계 제조업,"산업용가열로, 수소충전소",2011-01-31,12월,김방희,경기도
1319, 블루콤,영상 및 음향기기 제조업,블루투스헤드셋,2011-01-26,12월,김종규..,인천광역시
1320, 인트론바이오,기초 의약물질 제조업,"바이오 신약, 분자진단제품, 동물용항생제대체재",2011-01-26,12월,윤성준..,경기도
1321, 시디즈,가구 제조업,의자,2011-01-25,12월,강성문,경기도
1322, 커넥트웨이브,소프트웨어 개발 및 공급업,"인터넷쇼핑몰 가격비교서비스, 온라인광고",2011-01-24,12월,이건수..,서울특별시
1323, 알서포트,소프트웨어 개발 및 공급업,"원격지원,제어 솔루션",2011-01-05,12월,서형수,서울특별시
1324, 인텍플러스,특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등",2011-01-05,12월,이상윤,대전광역시
1325, 티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment",2011-01-05,12월,김철호,충청남도
1326, 한화엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,유문기,경상남도
1327, 이브이첨단소재,전자부품 제조업,연성회로기판,2010-12-27,12월,최동락,대구광역시
1328, 대성에너지,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,대표이..,대구광역시
1329, 현대퓨처넷,전기 통신업,"디지털 사이니지, 기업 메시징 등",2010-12-23,12월,김성일,서울특별시
1330, 대정화금,기초 화학물질 제조업,"시약, 원료의약품",2010-12-20,12월,송영준,경기도
1331, KTis,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,이선주,서울특별시
1332, 한전산업,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침",2010-12-16,12월,함흥규,서울특별시
1333, 피제이메탈,1차 비철금속 제조업,"탈산제, 조재제",2010-12-13,12월,하경식,서울특별시
1334, 옵투스제약,의약품 제조업,티어린프리점안액,2010-12-03,12월,박은영,충청북도
1335, 에이루트,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터",2010-12-01,12월,서문동..,경기도
1336, 엘브이엠씨,자동차 판매업,지주회사,2010-11-30,12월,오세영..,케이맨 제도
1337, 티비씨,텔레비전 방송업,"텔레비젼 방송,문화서비스,광고/출판,음반 제작,도매",2010-11-29,12월,박석현,대구광역시
1338, 시그네틱스,반도체 제조업,반도체 패키징,2010-11-26,12월,송영희,경기도
1339, 한국전자인증,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공",2010-11-19,12월,신홍식,서울특별시
1340, BGF에코머티리얼즈,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩,2010-11-12,12월,홍정혁,경기도
1341, 디케이락,일반 목적용 기계 제조업,계장용 피팅 및 밸브,2010-11-12,12월,노은식,경상남도
1342, 위메이드플레이,소프트웨어 개발 및 공급업,모바일게임,2010-11-10,12월,이호대,경기도
1343, KH 미래물산,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드",2010-11-05,12월,배보성,경기도
1344, 아나패스,반도체 제조업,Timing Controller(TCON) ,2010-11-05,12월,이경호,서울특별시
1345, KNN,텔레비전 방송업,방송프로그램 제작 및 송출,2010-11-03,12월,이오상,부산광역시
1346, 누리플랜,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설",2010-10-26,12월,이형기,경기도
1347, 아이텍,"그외 기타 전문, 과학 및 기술 서비스업",비메모리 반도체 테스트,2010-10-26,12월,이장혁,경기도
1348, 인화정공,선박 및 보트 건조업,선박엔진부품,2010-10-22,12월,이인,경상남도
1349, 셀피글로벌,전자부품 제조업,신용카드 및 전자화폐 등,2010-10-19,12월,유기종,대구광역시
1350, 뉴온,특수 목적용 기계 제조업,진공장비,2010-10-05,12월,이청균..,인천광역시
1351, 휠라홀딩스,생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,윤근창,서울특별시
1352, 알파홀딩스,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,김종인..,경기도
1353, 포메탈,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품",2010-09-17,12월,오호석,충청남도
1354, KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,김현수,대전광역시
1355, 다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",2010-09-14,12월,박선순,경기도
1356, 현대홈쇼핑,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,정교선..,서울특별시
1357, 씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",2010-09-10,12월,천종윤..,서울특별시
1358, 와이솔,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer ",2010-09-10,12월,김지호,경기도
1359, 하이비젼시스템,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비,2010-09-10,12월,최 두..,경기도
1360, 화신정공,자동차 신품 부품 제조업,자동차부품,2010-08-31,12월,정 서..,경상북도
1361, 코리아에프티,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품",2010-08-27,12월,오원석..,경기도
1362, 도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,박승우..,서울특별시
1363, 엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,김범준..,경상북도
1364, 이글루,기타 정보 서비스업,"통합보안관리솔루션, 보안관제서비스",2010-08-04,12월,이득춘,서울특별시
1365, 대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,김영대..,서울특별시
1366, 아이마켓코리아,상품 종합 도매업,B2B 전자상거래,2010-07-30,12월,남인봉,서울특별시
1367, 한미약품,의약품 제조업,의약품,2010-07-30,12월,박재현,경기도
1368, 인터로조,의료용 기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",2010-07-28,12월,노시철,경기도
1369, 하이텍팜,기초 의약물질 제조업,주사제용 무균 원료의약품(Sterile Imipenem 외),2010-07-28,12월,김정수,충청북도
1370, 우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,이재상..,경기도
1371, 무학,알코올음료 제조업,소주,2010-07-20,12월,최재호..,경상남도
1372, 에스디시스템,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기",2010-07-16,12월,박봉용,경기도
1373, 알톤,그외 기타 운송장비 제조업,전기 및 일반자전거 등,2010-07-02,12월,김신성,경기도
1374, 유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등",2010-06-18,12월,이흥복,서울특별시
1375, 오르비텍,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등",2010-06-15,12월,도은성,서울특별시
1376, 이연제약,의약품 제조업,"항생제,순환기제",2010-06-10,12월,정순옥..,서울특별시
1377, 엑스큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,정우천,경기도
1378, 투비소프트,소프트웨어 개발 및 공급업,"MiPlatform, X Platform",2010-06-01,12월,이경찬..,서울특별시
1379, 한국화장품,생활용품 도매업,화장품,2010-06-01,12월,이용준,서울특별시
1380, 에스제이엠,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중..,경기도
1381, 인피니트헬스케어,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS),2010-05-26,12월,홍기태..,서울특별시
1382, 서진오토모티브,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts",2010-05-25,12월,고만윤,경기도
1383, 인지소프트,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션",2010-05-25,12월,정정기,서울특별시
1384, HL홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,김광헌..,경기도
1385, 삼성생명,보험업,"생명보험,부동산 임대",2010-05-12,12월,홍원학,서울특별시
1386, 신세계푸드,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,송현석,서울특별시
1387, 이스트아시아홀딩스,기타 금융업,"스포츠화, 스포츠의류",2010-04-23,12월,정강위..,홍콩
1388, 애머릿지,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어,2010-04-21,12월,Tho..,미국
1389, 케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라,2010-04-14,12월,김광묵,경상북도
1390, 씨엑스아이,기타 금융업,건강보조식품,2010-03-31,06월,린진성,케이맨 제도
1391, HLB테라퓨틱스,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,경기도
1392, 삼기,자동차 신품 부품 제조업,자동차부품,2010-03-19,12월,김치환..,충청남도
1393, 한화생명,보험업,생명보험,2010-03-17,12월,여승주,서울특별시
1394, 이미지스,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,경기도
1395, 조선선재,기타 금속 가공제품 제조업,용접재료,2010-02-19,12월,장원영,경상북도
1396, 인포바인,전기 통신업,휴대폰인증서보관서비스(UBIKey),2010-02-09,12월,권 성..,서울특별시
1397, 하이소닉,전자부품 제조업,휴대폰 카메라용 Auto Focus Actuator,2010-02-09,12월,박용직,경기도
1398, 모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,손병준..,경기도
1399, 코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,김영범..,서울특별시
1400, KC코트렐,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,김현수,서울특별시
1401, 지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,정용기,경기도
1402, 락앤락,플라스틱제품 제조업,플라스틱 밀폐용기,2010-01-28,12월,이영상,경기도
1403, 스타플렉스,플라스틱제품 제조업,"광고용플렉스(조명용,비조명용)",2010-01-27,12월,김세권,충청북도
1404, 우리넷,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,김광수..,경기도
1405, 아세아텍,특수 목적용 기계 제조업,"농기계(관리기,SS기, 이앙기) 제조",2010-01-26,06월,김신길..,대구광역시
1406, 영흥,1차 철강 제조업,와이어로프 등,2010-01-25,12월,강근욱..,충청남도
1407, 폴라리스우노,화학섬유 제조업,"PVC가발사, 난연고열사",2010-01-15,12월,최용성,전북특별자치도
1408, 코디,기타 화학제품 제조업,화장품 및 용기 제조,2010-01-05,12월,김도선,경기도
1409, 에스메디,기계장비 및 관련 물품 도매업,의료기기 도매,2009-12-30,12월,신범용,경기도
1410, 글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,12월,유대희,케이맨 제도
1411, ITX-AI,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,박상열..,서울특별시
1412, 그린생명과학,기초 의약물질 제조업,의약품 중간체 등,2009-12-22,12월,양준화..,전라남도
1413, 디와이피엔에프,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,신승대,서울특별시
1414, 위메이드,소프트웨어 개발 및 공급업,"미르의전설2, 미르4",2009-12-18,12월,Par..,경기도
1415, 한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,김성암,경상북도
1416, 셀바스AI,소프트웨어 개발 및 공급업,인공지능 솔루션 등,2009-12-10,12월,곽민철,서울특별시
1417, 이원컴포텍,자동차 신품 부품 제조업, 에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트 ,2009-12-01,12월,박주성,전북특별자치도
1418, 강원에너지,기타 전기장비 제조업,플랜트설비(산업용 보일러),2009-11-20,12월,신진용..,전북특별자치도
1419, GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,김영산,서울특별시
1420, 휴맥스,영상 및 음향기기 제조업,셋톱박스,2009-11-16,12월,정성민,경기도
1421, AP헬스케어,기타 전문 도매업,"모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김정출,경기도
1422, SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,최태원..,서울특별시
1423, 동방선기,선박 및 보트 건조업,"조선기자재, 선박용 배관",2009-11-10,12월,김성욱,경상남도
1424, KS인더스트리,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대",2009-11-06,12월,구창현..,전라남도
1425, 진매트릭스,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",2009-11-06,12월,김수옥,경기도
1426, 황금에스티,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,김종현,경기도
1427, 비츠로셀,일차전지 및 이차전지 제조업,리튬1차전지,2009-10-28,12월,장승국,충청남도
1428, 하이트진로,알코올음료 제조업,"맥주, 소주",2009-10-19,12월,김인규,서울특별시
1429, 한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,"인체이식용조직(인조피부,인조뼈),의료용시술재료(가슴보형물)",2009-10-09,09월,김근영,서울특별시
1430, 동양생명,보험업,생명보험,2009-10-08,12월,이문구,서울특별시
1431, NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스",2009-10-06,12월,왕문주,서울특별시
1432, 아이앤씨,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC),2009-10-06,12월,박창일,경기도
1433, 유니온머티리얼,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,김진영..,대구광역시
1434, 케이엔더블유,자동차 신품 부품 제조업,"Blanket, DOF, 보호필름",2009-09-29,12월,박현달,경기도
1435, 형지엘리트,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매",2009-09-28,06월,최병오,인천광역시
1436, 디에스케이,특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System  및  In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",2009-09-23,12월,김태구..,경기도
1437, 제넥신,자연과학 및 공학 연구개발업,항체융합단백질 치료제 및 유전자치료 백신개발,2009-09-15,12월,홍성준,서울특별시
1438, 톱텍,특수 목적용 기계 제조업,디스플레이 자동화설비,2009-09-15,12월,정지용,경상북도
1439, 동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower,2009-08-31,12월,이원휘,경상북도
1440, 에스앤더블류,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품",2009-08-05,12월,정우진,부산광역시
1441, 키움증권,금융 지원 서비스업,"유가증권의 매매, 위탁, 인수, 주선",2009-08-03,12월,엄주성,서울특별시
1442, 영원무역,상품 종합 도매업,스포츠의류,2009-07-30,12월,성기학,서울특별시
1443, 컴투스홀딩스,소프트웨어 개발 및 공급업,모바일게임,2009-07-30,12월,정철호,서울특별시
1444, 동일금속,금속 주조업,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",2009-07-28,12월,오길봉,경상북도
1445, 한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",2009-06-23,12월,윤요현..,서울특별시
1446, 동아지질,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",2009-06-12,12월,박만규..,부산광역시
1447, 어보브반도체,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",2009-06-05,12월,"최원,..",충청북도
1448, 위메이드맥스,소프트웨어 개발 및 공급업,실크로드 온라인,2009-06-03,12월,장현국..,경기도
1449, 이엔에프테크놀로지,기타 화학제품 제조업,LCD/반도체용 케미칼,2009-05-28,12월,지용석..,경기도
1450, 스맥,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,2009-05-26,12월,최영섭,경상남도
1451, SDN,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",2009-05-19,12월,백형근..,경기도
1452, 한국정밀기계,특수 목적용 기계 제조업,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매",2009-05-19,12월,하종식,경상남도
1453, STX중공업,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,최순필,경상남도
1454, 흥국,특수 목적용 기계 제조업,굴삭기 Roller 및 형단조품,2009-05-12,12월,류명준,충청남도
1455, 우림피티에스,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",2009-04-28,12월,한현석..,경상남도
1456, 티플랙스,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매",2009-04-23,12월,김영국..,경기도
1457, LX하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,한명호,서울특별시
1458, 에스티오,봉제의복 제조업,"셔츠,자켓/바지, 타이",2009-04-17,12월,김흥수,서울특별시
1459, 에이테크솔루션,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,유영목,경기도
1460, 에스앤에스텍,전자부품 제조업,블랭크마스크,2009-04-14,12월,정수홍,대구광역시
1461, 뷰웍스,의료용 기기 제조업,X-Ray Detector,2009-04-10,12월,김후식,경기도
1462, 코오롱생명과학,기초 의약물질 제조업,"항균제, 수처리제, 원료의약 등",2009-04-07,12월,김선진,서울특별시
1463, 엔시트론,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,정인견,서울특별시
1464, 한세실업,봉제의복 제조업,의류 완제품,2009-03-20,12월,김익환..,서울특별시
1465, 주성코퍼레이션,통신 및 방송 장비 제조업,"ICS중계기, 블랙박스",2009-03-17,12월,허용호,충청남도
1466, 파인테크닉스,전구 및 조명장치 제조업,LED조명기기,2009-03-16,12월,김근우,경기도
1467, 미원홀딩스,기타 금융업,도료첨가제,2009-03-02,12월,김정돈..,경기도
1468, 이수앱지스,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제",2009-02-03,12월,황엽,경기도
1469, 대성파인텍,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조",2009-01-23,12월,김병준,경상남도
1470, 유비쿼스홀딩스,기타 금융업,"지주회사, 자회사관리, 부동산임대",2009-01-23,12월,이상근,경기도
1471, 메디톡스,기초 의약물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,충청북도
1472, 엠게임,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,서울특별시
1473, 아이컴포넌트,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업,2008-12-16,12월,김양국,경기도
1474, NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,최수연,경기도
1475, HLB생명과학,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",2008-11-25,12월,남상우..,경기도
1476, 이크레더블,기타 정보 서비스업,"전자신용인증서비스(정보),소프트웨어 개발",2008-10-24,12월,민영창,서울특별시
1477, 부국철강,1차 철강 제조업,철강,2008-10-14,12월,남상규..,광주광역시
1478, KB금융,기타 금융업,-,2008-10-10,12월,양종희,서울특별시
1479, 세운메디칼,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입",2008-09-30,12월,이재희,충청남도
1480, 한국철강,1차 철강 제조업,철근. 단조강. 파이프,2008-09-29,12월,문종인..,경상남도
1481, 마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,충청남도
1482, 이엠앤아이,기초 화학물질 제조업,OLED 유무기 소재 개발 및 판매,2008-09-18,12월,대표이..,경기도
1483, 일진전기,절연선 및 케이블 제조업,,2008-08-01,12월,황수 ..,경기도
1484, 풍산,1차 비철금속 제조업,,2008-07-30,12월,"류진,..",경기도
1485, LG이노텍,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,문혁수,서울특별시
1486, 아이엠,전자부품 제조업,휴대폰카메라모듈 등,2008-07-23,12월,김태동,경기도
1487, 웰크론한텍,건물 건설업,"에너지절감설비,자동화배합설비,환경설비",2008-07-18,12월,이영규..,경기도
1488, 하이드로리튬,"구조용 금속제품, 탱크 및 증기발생기 제조업","영구앵커,교량용케이블,타이케이블",2008-07-15,12월,전  ..,경기도
1489, 슈프리마에이치큐,통신 및 방송 장비 제조업,지문인식솔루션및시스템,2008-07-11,12월,이재원,경기도
1490, 명문제약,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,배철한,경기도
1491, 서울옥션,상품 중개업,미술품경매,2008-07-01,12월,이옥경,서울특별시
1492, 이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W",2008-07-01,12월,정상원,서울특별시
1493, 비상교육,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급",2008-06-30,12월,양태회,경기도
1494, 크레버스,일반 교습 학원,청담어학원,2008-06-27,12월,이동훈..,서울특별시
1495, 동성케미컬,회사 본부 및 경영 컨설팅 서비스업,,2008-06-23,12월,이만우..,부산광역시
1496, 월덱스,전자부품 제조업,반도체용링및전극,2008-06-19,12월,배종식,경상북도
1497, 쎄트렉아이,"항공기,우주선 및 부품 제조업","인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",2008-06-13,12월,김이을,대전광역시
1498, 쌍방울,봉제의복 제조업,,2008-06-10,12월,이형석,서울특별시
1499, 브리지텍,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업",2008-06-04,12월,신경식,서울특별시
1500, 고영,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비,2008-06-03,12월,고광일,서울특별시
1501, 조이시티,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),2008-05-30,12월,조성원,경기도
1502, 우진비앤지,의약품 제조업,"슈퍼티아, 안티펜SM",2008-05-20,12월,강석진..,경기도
1503, 테스,특수 목적용 기계 제조업,반도체장비(화학증착장비),2008-05-20,12월,주숭일..,경기도
1504, 예스24,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환..,서울특별시
1505, 엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,충청남도
1506, LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,서울특별시
1507, 메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,충청북도
1508, 효성오앤비,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료",2008-04-08,06월,박태헌..,충청남도
1509, 인바이오젠,기계장비 및 관련 물품 도매업,"신발,의류,스포츠용품 도매,제조",2008-04-02,12월,강지연,서울특별시
1510, 아시아나항공,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,원유석,서울특별시
1511, SNT에너지,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,김형섭,경상남도
1512, 진양홀딩스,플라스틱제품 제조업,"투자,경영컨설팅",2008-02-15,12월,양준영..,부산광역시
1513, 한울소재과학,통신 및 방송 장비 제조업,광전송장비,2008-02-01,12월,하준호..,경기도
1514, 이트론,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,이종보,서울특별시
1515, 엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,천남주..,부산광역시
1516, 에코볼트,자동차 신품 부품 제조업,자동차 신품 부품 ,2008-01-23,12월,김상엽,충청남도
1517, 에스코넥,통신 및 방송 장비 제조업,WaferProber,2007-12-26,12월,박순관..,경기도
1518, 일신바이오,일반 목적용 기계 제조업,초저온냉동고및동결건조기,2007-12-26,12월,홍성대,경기도
1519, 서원인텍,통신 및 방송 장비 제조업,휴대폰용키패드및부자재,2007-12-20,12월,김재윤,경기도
1520, 이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템",2007-12-18,03월,현해남,서울특별시
1521, 대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS),2007-12-17,12월,김대성..,부산광역시
1522, 한전KPS,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,김홍연,전라남도
1523, 아이에스이커머스,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스",2007-12-05,12월,박찬하..,서울특별시
1524, 알에프세미,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,반재용,전북특별자치도
1525, 디엔에프,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,신재호,대전광역시
1526, 일진파워,전기 및 통신 공사업,"열교환기,압력용기",2007-11-06,12월,이광섭,울산광역시
1527, 비엠티,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",2007-11-02,12월,윤종찬,부산광역시
1528, 이아이디,기타 전문 도매업,"무선통신기기부품,전시용 핸드폰모형기(ADM) 제조",2007-11-01,12월,신정희,경기도
1529, 기신정기,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,인천광역시
