,name,code,product,kind,date,month,represent,region
2360, 화승인더스트리,006060,플라스틱제품 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대",1991-02-04,12월,대표이..,부산광역시
2361, 극동유화,014530,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,장홍선..,경상남도
2362, 고려산업,002140,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,전장열..,부산광역시
2363, 피에스텍,002230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","적산계기, 전기차충전기, 신재생에너지 발전소 설치 ",1991-01-04,12월,황재용,서울특별시
2364, 대현,016090,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)",1990-09-20,12월,신윤황,서울특별시
2365, 케이비아이동국실업,001620,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대",1990-09-15,12월,김용희,서울특별시
2366, 광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,이재광,경기도
2367, 부산산업,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매",1990-09-14,12월,정영교,부산광역시
2368, STX,011810,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,경상남도
2369, 고려아연,010130,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,박기덕..,서울특별시
2370, 이렘,009730,1차 철강 제조업,"스테인리스파이프, 선박용배관제작",1990-07-27,12월,김광수,전북특별자치도
2371, 청호ICT,012600,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,조중환..,경기도
2372, 팜젠사이언스,004720,의약품 제조업,의약품 외,1990-06-15,12월,김혜연..,경기도
2373, 무림페이퍼,009200,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",1990-06-09,12월,이도균,경상남도
2374, 현대차증권,001500,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,배형근,서울특별시
2375, 금비,008870,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,경기도
2376, 대동전자,008110,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,서울특별시
2377, 원림,005820,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,서울특별시
2378, 서흥,008490,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",1990-03-27,12월,양주환,충청북도
2379, 성문전자,014910,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,경기도
2380, HLB글로벌,003580,종합 소매업,"모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,12월,김광재,강원특별자치도
2381, 일진홀딩스,015860,기타 금융업,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",1990-03-22,12월,허정석,경기도
2382, 대영포장,014160,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,강병은..,경기도
2383, 영화금속,012280,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,최동윤..,경상남도
2384, 신풍제약,019170,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,유 제..,경기도
2385, 동성제약,002210,의약품 제조업,"의약품,화장품 제조,도매",1990-01-19,12월,이양구,서울특별시
2386, 카스,016920,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1990-01-04,12월,김태인,경기도
2387, 아센디오,012170,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매,1989-12-20,12월,한승일,서울특별시
2388, 한올바이오파마,009420,의약품 제조업,"의약품 제조,도매/부동산 임대",1989-12-18,12월,정승원..,대전광역시
2389, 하이록코리아,013030,1차 철강 제조업,관이음쇠,1989-12-15,12월,문휴건..,부산광역시
2390, 유니켐,011330,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대",1989-12-14,12월,정재형,경기도
2391, 대창,012800,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1989-12-05,12월,조시영..,경기도
2392, 국보,001140,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,박찬하,부산광역시
2393, 일성건설,013360,토목 건설업,"건축공사,토목공사,전기공사",1989-12-02,12월,유필상,경기도
2394, 까뮤이앤씨,013700,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,손병재..,경기도
2395, 보락,002760,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,경기도
2396, 선도전기,007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",1989-11-30,12월,권  ..,경기도
2397, 씨아이테크,004920,영상 및 음향기기 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매",1989-11-30,12월,김대영,서울특별시
2398, 광동제약,009290,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,최성원,서울특별시
2399, 갤럭시아에스엠,011420,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,서울특별시
2400, 남성,004270,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,윤성호,서울특별시
2401, KISCO홀딩스,001940,1차 철강 제조업,지주사업,1989-11-13,12월,장세홍..,경상남도
2402, 태영건설,009410,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,최금락..,경기도
2403, 한국특강,007280,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",1989-11-13,12월,박성우,경상남도
2404, 한솔로지스틱스,009180,기타 운송관련 서비스업,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",1989-11-13,12월,황규호,서울특별시
2405, 삼양통상,002170,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역",1989-11-10,12월,허남각..,서울특별시
2406, SK텔레콤,017670,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,유영상,서울특별시
2407, 진양폴리우레탄,010640,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,조영태,경기도
2408, 미창석유공업,003650,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,부산광역시
2409, 삼익THK,004380,일반 목적용 기계 제조업,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수",1989-09-26,12월,진영환..,대구광역시
2410, 미원상사,002840,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,홍창식..,경기도
2411, 서연,007860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,유양석,경기도
2412, SBI인베스트먼트,019550,신탁업 및 집합투자업,벤처캐피탈,1989-09-06,12월,공동대..,서울특별시
2413, 세우글로벌,013000,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,안백순,인천광역시
2414, 현대모비스,012330,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,정의선..,서울특별시
2415, KG케미칼,001390,기초 화학물질 제조업," 콘크리트혼화제, 비료, 친환경농자재, 수처리제 ",1989-08-25,12월,곽정현..,울산광역시
2416, 대우부품,009320,자동차 신품 부품 제조업,자동차 전장부품,1989-08-25,12월,서중호..,전북특별자치도
2417, 현대해상,001450,보험업,손해보험(자동차보험),1989-08-25,12월,조용일..,서울특별시
2418, 현대지에프홀딩스,005440,기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,정지선..,서울특별시
2419, 한국전력공사,015760,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,김동철,전라남도
2420, 국도화학,007690,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,이시창..,서울특별시
2421, 녹십자,006280,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,경기도
2422, SIMPAC,009160,1차 철강 제조업,"프레스, 합금철",1989-07-29,12월,최진식,인천광역시
2423, 윌비스,008600,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대",1989-07-28,12월,임찬혁..,충청남도
2424, 대창단조,015230,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25,12월,박권일,경상남도
2425, 사조산업,007160,어로 어업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매",1989-07-25,12월,이창주..,서울특별시
2426, 한익스프레스,014130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,유인철..,경기도
2427, 사조동아원,008040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",1989-06-24,12월,남동배,서울특별시
2428, 경인전자,009140,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,서울특별시
2429, 무림P&P,009580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20,12월,이도균,울산광역시
2430, 인디에프,014990,봉제의복 제조업,"여성의류,남성의류,캐쥬얼웨어 제조",1989-06-20,12월,손수근,서울특별시
2431, 한솔피엔에스,010420,기타 전문 도매업,"정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매",1989-05-31,12월,고정한..,서울특별시
2432, 디와이,013570,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,김진호,인천광역시
2433, 방림,003610,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매",1989-05-30,09월,서재희..,서울특별시
2434, KIB플러그에너지,015590,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27,12월,허성호,울산광역시
2435, 한솔케미칼,014680,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",1989-05-20,12월,박원환,서울특별시
2436, 퍼스텍,010820,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발",1989-05-10,12월,손경석,경상남도
2437, 엠벤처투자,019590,신탁업 및 집합투자업,벤처캐피탈,1989-03-14,12월,심성보..,서울특별시
2438, 플루토스,019570,신탁업 및 집합투자업,금융투자,1989-03-14,12월,엄원진,서울특별시
2439, 동원산업,006040,기타 금융업,지주회사,1989-03-07,12월,박문서..,서울특별시
2440, 대덕,008060,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,경기도
2441, 한성기업,003680,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",1989-01-26,12월,임우근..,부산광역시
2442, 모헨즈,006920,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05,12월,김형민,충청남도
2443, 이스타코,015020,부동산 임대 및 공급업,부동산 분양/입시학원 운영,1988-12-23,12월,김승제..,서울특별시
2444, 태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄",1988-12-20,12월,이복진,경기도
2445, 아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",1988-12-15,12월,유승환..,서울특별시
2446, 화천기계,010660,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",1988-12-12,12월,권형석..,서울특별시
2447, CJ씨푸드,011150,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,박태준,경기도
2448, SHD,001770,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23,12월,신종호,경기도
2449, 조일알미늄,018470,1차 비철금속 제조업,"알루미늄판 제조,도매",1988-11-22,12월,이영호..,경상북도
2450, 에스엘,005850,자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",1988-11-08,12월,이성엽..,대구광역시
2451, 영원무역홀딩스,009970,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,서울특별시
2452, 더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업 ,1988-10-28,12월,김용우,강원특별자치도
2453, 보령,003850,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,김정균..,서울특별시
2454, 이건산업,008250,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21,12월,백오현,인천광역시
2455, 모나리자,012690,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14,12월,주광옥,서울특별시
2456, 대구백화점,006370,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,대구광역시
2457, 우성,006980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,한재규,대전광역시
2458, 유성기업,002920,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매",1988-10-10,12월,류현석..,충청남도
2459, 한일철강,002220,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",1988-10-07,12월,엄정헌,서울특별시
2460, 삼익악기,002450,악기 제조업,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매",1988-09-30,12월,김종섭..,충청북도
2461, HS화성,002460,건물 건설업,아파트 건설,1988-09-29,12월,이종원..,대구광역시
2462, DN오토모티브,007340,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌..,경상남도
2463, 보해양조,000890,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,임지선..,전라남도
2464, 상상인증권,001290,금융 지원 서비스업,유가증권 매매,1988-09-23,12월,임태중,서울특별시
2465, 혜인,003010,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,원경희,서울특별시
2466, 금강공업,014280,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,전장열..,부산광역시
2467, 플레이그램,009810,기타 전문 도매업,"MRO, 영상콘텐츠",1988-08-31,12월,김재욱..,서울특별시
2468, 율촌화학,008730,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조",1988-08-30,12월,송녹정..,서울특별시
2469, 신원,009270,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24,12월,박정주,서울특별시
2470, 동방,004140,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,김형곤..,서울특별시
2471, 한국쉘석유,002960,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,라머스..,부산광역시
2472, 부광약품,003000,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05,12월,이제영,서울특별시
2473, 풍산홀딩스,005810,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28,12월,"류진,..",인천광역시
2474, 부국증권,001270,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,박현철,서울특별시
2475, 계양전기,012200,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,임영환,서울특별시
2476, 한솔테크닉스,004710,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",1988-07-06,12월,유경준,서울특별시
2477, DB금융투자,016610,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,곽봉석,서울특별시
2478, 한미사이언스,008930,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,임종훈..,경기도
2479, 삼진제약,005500,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",1988-06-18,12월,최용주,서울특별시
2480, POSCO홀딩스,005490,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,대표이..,경상북도
2481, 범양건영,002410,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,강병주,부산광역시
2482, 파미셀,005690,기초 의약물질 제조업,"줄기세포치료제,화장품",1988-05-20,12월,김현수..,서울특별시
2483, 동국홀딩스,001230,기타 금융업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,장세욱,서울특별시
2484, 대원전선,006340,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",1988-05-04,12월,서명환,충청남도
2485, 이수화학,005950,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",1988-04-28,12월,김동민..,서울특별시
2486, 삼성증권,016360,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,박종문,서울특별시
2487, 삼영무역,002810,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28,12월,이승용,서울특별시
2488, 한양증권,001750,금융 지원 서비스업,증권업,1988-03-04,12월,임재택,서울특별시
2489, 금호석유화학,011780,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,백종훈,서울특별시
2490, 유안타증권,003470,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",1988-01-21,12월,뤄즈펑,서울특별시
2491, 제일파마홀딩스,002620,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20,12월,한상철,서울특별시
2492, 에이엔피,015260,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18,12월,전운관,인천광역시
2493, 한창제지,009460,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",1987-12-23,12월,김길수..,경상남도
2494, 넥센,005720,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,강병중..,경상남도
2495, 삼성공조,006660,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러) 제조,판매",1987-11-28,12월,고호곤,경상남도
2496, 세방전지,004490,일차전지 및 이차전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28,12월,대표이..,서울특별시
2497, 진원생명과학,011000,의약품 제조업,플라스미드,1987-11-16,12월,박영근,서울특별시
2498, 참엔지니어링,009310,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매),1987-11-12,12월,이경희,경기도
2499, 한국무브넥스,010100,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조",1987-10-02,12월,이현덕,울산광역시
2500, 코스모신소재,005070,기타 화학제품 제조업,"이차전지양극활물질,기능성필름",1987-09-28,12월,홍동환,충청북도
2501, 덕성,004830,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25,12월,이봉근..,경기도
2502, 신영증권,001720,금융 지원 서비스업,증권업,1987-08-24,03월,원종석..,서울특별시
2503, 유진증권,001200,금융 지원 서비스업,"유가증권 매매,중개,인수",1987-08-24,12월,유창수..,서울특별시
2504, 유화증권,003460,금융 지원 서비스업,증권업,1987-08-24,12월,고승일,서울특별시
2505, 한신기계공업,011700,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파",1987-07-24,12월,최영민,경기도
2506, 코스모화학,005420,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물",1987-07-23,12월,안성덕,서울특별시
2507, 가온전선,000500,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,정 현,경기도
2508, S-Oil,010950,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Anw..,서울특별시
2509, 한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,손재일..,경상남도
2510, 삼화전자공업,011230,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25,12월,오영주..,경기도
2511, 현대제철,004020,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매",1987-05-23,12월,서강현,인천광역시
2512, 써니전자,004770,전자부품 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입",1987-04-22,12월,차상권,충청북도
2513, 현대비앤지스틸,004560,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24,12월,대표이..,경상남도
2514, 사조오양,006090,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",1986-12-24,12월,박정훈,서울특별시
2515, 한화투자증권,003530,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,한두희,서울특별시
2516, 삼화전기,009470,전자부품 제조업,"콘덴서 제조,판매",1986-11-24,12월,오영주..,충청북도
2517, SK증권,001510,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,전우종..,서울특별시
2518, 평화홀딩스,010770,자동차 신품 부품 제조업,지주회사,1986-03-31,12월,황순용..,대구광역시
2519, 일신석재,007110,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사",1986-03-04,12월,공동대..,서울특별시
2520, KG스틸,016380,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,박성희,서울특별시
2521, 아이에스동서,010780,"시멘트, 석회, 플라스터 및 그 제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,12월,이준길..,서울특별시
2522, SH에너지화학,002360,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,12월,정케빈..,전북특별자치도
2523, 대한화섬,003830,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조",1985-12-23,12월,오용근,서울특별시
2524, 코리아써키트,007810,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",1985-09-09,12월,장세준,경기도
2525, 신세계,004170,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,박주형,서울특별시
2526, OCI홀딩스,010060,기타 금융업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,이우현..,서울특별시
2527, 삼일제약,000520,의약품 제조업,"양약(부루펜,액티피드,포리부틴) 제조,도매",1985-05-29,12월,허승범..,서울특별시
2528, 인스코비,006490,전기 통신업,"시계,스마트그리드,도소매,소프트웨어개발",1985-01-17,12월,유인수..,서울특별시
2529, 일성아이에스,003120,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매",1985-01-14,12월,윤석근,서울특별시
2530, 현대건설,000720,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,윤영준,서울특별시
2531, TCC스틸,002710,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,손봉락..,경상북도
2532, 에이프로젠바이오로직스,003060,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19,12월,김재섭..,서울특별시
2533, F&F 홀딩스,007700,기타 금융업,지주회사,1984-10-04,12월,박의헌,서울특별시
2534, 아남전자,008700,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11,12월,공동대..,서울특별시
2535, HD현대미포,010620,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,김형관,울산광역시
2536, GS건설,006360,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,허창수..,서울특별시
2537, 삼아알미늄,006110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,한남희..,경기도
2538, 한국전자홀딩스,006200,기타 금융업,"시장조사,경영컨설팅",1979-11-30,12월,박 명..,서울특별시
2539, 삼성SDI,006400,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,최윤호,경기도
2540, 삼성전기,009150,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,12월,장덕현,경기도
2541, 동부건설,005960,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30,12월,윤진오,서울특별시
2542, 케이씨티시,009070,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,류주환,서울특별시
